category,fdr_rate,name,proteins
Cellular Component (Gene Ontology),0.0052732301993826825,"Intracellular organelle","10090.ENSMUSP00000001963,10090.ENSMUSP00000002084,10090.ENSMUSP00000007005,10090.ENSMUSP00000009058,10090.ENSMUSP00000010795,10090.ENSMUSP00000011492,10090.ENSMUSP00000013995,10090.ENSMUSP00000015829,10090.ENSMUSP00000018841,10090.ENSMUSP00000020948,10090.ENSMUSP00000021666,10090.ENSMUSP00000023116,10090.ENSMUSP00000024733,10090.ENSMUSP00000027153,10090.ENSMUSP00000027396,10090.ENSMUSP00000027888,10090.ENSMUSP00000029485,10090.ENSMUSP00000029770,10090.ENSMUSP00000030795,10090.ENSMUSP00000031354,10090.ENSMUSP00000031524,10090.ENSMUSP00000031707,10090.ENSMUSP00000031822,10090.ENSMUSP00000033695,10090.ENSMUSP00000034441,10090.ENSMUSP00000034547,10090.ENSMUSP00000035458,10090.ENSMUSP00000036881,10090.ENSMUSP00000037348,10090.ENSMUSP00000038361,10090.ENSMUSP00000038476,10090.ENSMUSP00000040048,10090.ENSMUSP00000040465,10090.ENSMUSP00000041243,10090.ENSMUSP00000042351,10090.ENSMUSP00000043041,10090.ENSMUSP00000043424,10090.ENSMUSP00000044134,10090.ENSMUSP00000045134,10090.ENSMUSP00000045888,10090.ENSMUSP00000047927,10090.ENSMUSP00000053558,10090.ENSMUSP00000058754,10090.ENSMUSP00000062037,10090.ENSMUSP00000063548,10090.ENSMUSP00000068940,10090.ENSMUSP00000072483,10090.ENSMUSP00000075011,10090.ENSMUSP00000075167,10090.ENSMUSP00000075507,10090.ENSMUSP00000078336,10090.ENSMUSP00000078436,10090.ENSMUSP00000078593,10090.ENSMUSP00000079379,10090.ENSMUSP00000080256,10090.ENSMUSP00000092702,10090.ENSMUSP00000097860,10090.ENSMUSP00000099490,10090.ENSMUSP00000099634,10090.ENSMUSP00000099642,10090.ENSMUSP00000100038,10090.ENSMUSP00000103012,10090.ENSMUSP00000110172,10090.ENSMUSP00000110729,10090.ENSMUSP00000112538,10090.ENSMUSP00000112908,10090.ENSMUSP00000118491,10090.ENSMUSP00000129169,10090.ENSMUSP00000138215,10090.ENSMUSP00000140827"
Biological Process (Gene Ontology),0.005457828558464136,"Regulation of fatty acid biosynthetic process","10090.ENSMUSP00000002084,10090.ENSMUSP00000027153,10090.ENSMUSP00000068940,10090.ENSMUSP00000099634"
Molecular Function (Gene Ontology),0.005457828558464136,"Phospholipase activity","10090.ENSMUSP00000002549,10090.ENSMUSP00000007251,10090.ENSMUSP00000044134,10090.ENSMUSP00000053558,10090.ENSMUSP00000129169"
Biological Process (Gene Ontology),0.00550232249757096,"Small molecule biosynthetic process","10090.ENSMUSP00000002084,10090.ENSMUSP00000029770,10090.ENSMUSP00000034547,10090.ENSMUSP00000040048,10090.ENSMUSP00000053971,10090.ENSMUSP00000062037,10090.ENSMUSP00000063548,10090.ENSMUSP00000099490,10090.ENSMUSP00000099642,10090.ENSMUSP00000103012"
Biological Process (Gene Ontology),0.005907362874658792,"Glycerolipid catabolic process","10090.ENSMUSP00000007251,10090.ENSMUSP00000038361,10090.ENSMUSP00000053558,10090.ENSMUSP00000129169"
Molecular Function (Gene Ontology),0.006210615876294035,"Hydrolase activity, acting on ester bonds","10090.ENSMUSP00000002549,10090.ENSMUSP00000007251,10090.ENSMUSP00000024733,10090.ENSMUSP00000034441,10090.ENSMUSP00000037348,10090.ENSMUSP00000038361,10090.ENSMUSP00000044134,10090.ENSMUSP00000053558,10090.ENSMUSP00000080256,10090.ENSMUSP00000092702,10090.ENSMUSP00000116130,10090.ENSMUSP00000129169"
Molecular Function (Gene Ontology),0.006607239964104288,"Ceramide floppase activity","10090.ENSMUSP00000009058,10090.ENSMUSP00000041204"
Biological Process (Gene Ontology),0.006607239964104288,"alanyl-tRNA aminoacylation","10090.ENSMUSP00000024733,10090.ENSMUSP00000034441"
Molecular Function (Gene Ontology),0.006607239964104288,"alanine-tRNA ligase activity","10090.ENSMUSP00000024733,10090.ENSMUSP00000034441"
Biological Process (Gene Ontology),0.006607239964104288,"Ceramide translocation","10090.ENSMUSP00000009058,10090.ENSMUSP00000041204"
Molecular Function (Gene Ontology),0.006607239964104288,"Aconitate hydratase activity","10090.ENSMUSP00000023116,10090.ENSMUSP00000100038"
Biological Process (Gene Ontology),0.006607239964104288,"Phenylacetate catabolic process","10090.ENSMUSP00000010795,10090.ENSMUSP00000042351"
Biological Process (Gene Ontology),0.006607239964104288,"Carnitine metabolic process, coa-linked","10090.ENSMUSP00000027153,10090.ENSMUSP00000072483"
Biological Process (Gene Ontology),0.006607239964104288,"Phosphatidylserine catabolic process","10090.ENSMUSP00000007251,10090.ENSMUSP00000053558"
Molecular Function (Gene Ontology),0.006607239964104288,"palmitoyl-CoA oxidase activity","10090.ENSMUSP00000027153,10090.ENSMUSP00000042351"
Molecular Function (Gene Ontology),0.006607239964104288,"3 iron, 4 sulfur cluster binding","10090.ENSMUSP00000023116,10090.ENSMUSP00000100038"
Biological Process (Gene Ontology),0.006607239964104288,"malonyl-CoA metabolic process","10090.ENSMUSP00000099490,10090.ENSMUSP00000099642"
Biological Process (Gene Ontology),0.006607239964104288,"L-lysine catabolic process to acetyl-CoA via saccharopine","10090.ENSMUSP00000031707,10090.ENSMUSP00000078436"
Biological Process (Gene Ontology),0.006607239964104288,"Neutral lipid metabolic process","10090.ENSMUSP00000007251,10090.ENSMUSP00000038361,10090.ENSMUSP00000053558,10090.ENSMUSP00000112538,10090.ENSMUSP00000129169"
Biological Process (Gene Ontology),0.006607239964104288,"Long-chain fatty acid transport","10090.ENSMUSP00000001963,10090.ENSMUSP00000002084,10090.ENSMUSP00000029770,10090.ENSMUSP00000097743"
Biological Process (Gene Ontology),0.006607239964104288,"Monocarboxylic acid biosynthetic process","10090.ENSMUSP00000002084,10090.ENSMUSP00000029770,10090.ENSMUSP00000063548,10090.ENSMUSP00000099490,10090.ENSMUSP00000099642,10090.ENSMUSP00000103012"
Molecular Function (Gene Ontology),0.007009980102279444,"Molecular function regulator","10090.ENSMUSP00000079379,10090.ENSMUSP00000118491"
Biological Process (Gene Ontology),0.007099108730626263,"Carbohydrate derivative metabolic process","10090.ENSMUSP00000002084,10090.ENSMUSP00000015829,10090.ENSMUSP00000031707,10090.ENSMUSP00000031822,10090.ENSMUSP00000034547,10090.ENSMUSP00000037348,10090.ENSMUSP00000078436,10090.ENSMUSP00000080256,10090.ENSMUSP00000092702,10090.ENSMUSP00000099490,10090.ENSMUSP00000099642,10090.ENSMUSP00000103012,10090.ENSMUSP00000129169"
Cellular Component (Gene Ontology),0.007487572054480328,"Organelle inner membrane","10090.ENSMUSP00000011492,10090.ENSMUSP00000020948,10090.ENSMUSP00000029770,10090.ENSMUSP00000033695,10090.ENSMUSP00000034547,10090.ENSMUSP00000037348,10090.ENSMUSP00000075011,10090.ENSMUSP00000078593,10090.ENSMUSP00000099634,10090.ENSMUSP00000110729"
Biological Process (Gene Ontology),0.007487572054480328,"Regulation of fatty acid metabolic process","10090.ENSMUSP00000002084,10090.ENSMUSP00000027153,10090.ENSMUSP00000068940,10090.ENSMUSP00000099634,10090.ENSMUSP00000099642"
Biological Process (Gene Ontology),0.007506239277030503,"Regulation of membrane lipid distribution","10090.ENSMUSP00000009058,10090.ENSMUSP00000013995,10090.ENSMUSP00000041204,10090.ENSMUSP00000097743"
Biological Process (Gene Ontology),0.007773034052383563,"Cellular amino acid catabolic process","10090.ENSMUSP00000031707,10090.ENSMUSP00000034547,10090.ENSMUSP00000063548,10090.ENSMUSP00000078436,10090.ENSMUSP00000112908"
Molecular Function (Gene Ontology),0.008926400677699073,"Ligase activity","10090.ENSMUSP00000024733,10090.ENSMUSP00000031445,10090.ENSMUSP00000034441,10090.ENSMUSP00000099490,10090.ENSMUSP00000099642,10090.ENSMUSP00000113792"
Biological Process (Gene Ontology),0.00972476703507756,"Phosphate-containing compound metabolic process","10090.ENSMUSP00000002084,10090.ENSMUSP00000002549,10090.ENSMUSP00000007251,10090.ENSMUSP00000015829,10090.ENSMUSP00000027888,10090.ENSMUSP00000031707,10090.ENSMUSP00000034547,10090.ENSMUSP00000037348,10090.ENSMUSP00000044134,10090.ENSMUSP00000053558,10090.ENSMUSP00000058754,10090.ENSMUSP00000075167,10090.ENSMUSP00000078436,10090.ENSMUSP00000080256,10090.ENSMUSP00000092702,10090.ENSMUSP00000099490,10090.ENSMUSP00000099642,10090.ENSMUSP00000103012,10090.ENSMUSP00000118491,10090.ENSMUSP00000129169"
Biological Process (Gene Ontology),0.009912241253436337,"Anion transport","10090.ENSMUSP00000001963,10090.ENSMUSP00000002084,10090.ENSMUSP00000009058,10090.ENSMUSP00000013995,10090.ENSMUSP00000026208,10090.ENSMUSP00000029770,10090.ENSMUSP00000031822,10090.ENSMUSP00000035246,10090.ENSMUSP00000041204,10090.ENSMUSP00000097743"
Cellular Component (Gene Ontology),0.009935337712462286,"Peroxisomal membrane","10090.ENSMUSP00000002084,10090.ENSMUSP00000029770,10090.ENSMUSP00000068940,10090.ENSMUSP00000110172"
Cellular Component (Gene Ontology),0.009935337712462286,"Microbody membrane","10090.ENSMUSP00000002084,10090.ENSMUSP00000029770,10090.ENSMUSP00000068940,10090.ENSMUSP00000110172"
Reactome Pathways,0.009972079274350676,"Branched-chain amino acid catabolism","10090.ENSMUSP00000015829,10090.ENSMUSP00000034547,10090.ENSMUSP00000112908"
Biological Process (Gene Ontology),0.009998816162623126,"Carboxylic acid biosynthetic process","10090.ENSMUSP00000002084,10090.ENSMUSP00000029770,10090.ENSMUSP00000053971,10090.ENSMUSP00000063548,10090.ENSMUSP00000099490,10090.ENSMUSP00000099642,10090.ENSMUSP00000103012"
Biological Process (Gene Ontology),0.009998816162623126,"Organonitrogen compound biosynthetic process","10090.ENSMUSP00000024733,10090.ENSMUSP00000027396,10090.ENSMUSP00000034441,10090.ENSMUSP00000034547,10090.ENSMUSP00000036881,10090.ENSMUSP00000040048,10090.ENSMUSP00000053971,10090.ENSMUSP00000062037,10090.ENSMUSP00000063548,10090.ENSMUSP00000072483,10090.ENSMUSP00000079379,10090.ENSMUSP00000099490,10090.ENSMUSP00000099642,10090.ENSMUSP00000103012,10090.ENSMUSP00000113792"
Biological Process (Gene Ontology),0.01047523429691458,"Organic acid biosynthetic process","10090.ENSMUSP00000002084,10090.ENSMUSP00000029770,10090.ENSMUSP00000053971,10090.ENSMUSP00000063548,10090.ENSMUSP00000099490,10090.ENSMUSP00000099642,10090.ENSMUSP00000103012"
Reactome Pathways,0.010782651696996898,"Protein localization","10090.ENSMUSP00000002084,10090.ENSMUSP00000010795,10090.ENSMUSP00000029770,10090.ENSMUSP00000068940,10090.ENSMUSP00000110172"
Biological Process (Gene Ontology),0.010782651696996898,"Fatty acid biosynthetic process","10090.ENSMUSP00000002084,10090.ENSMUSP00000029770,10090.ENSMUSP00000099490,10090.ENSMUSP00000099642,10090.ENSMUSP00000103012"
Biological Process (Gene Ontology),0.010929816785499239,"Transport","10090.ENSMUSP00000001963,10090.ENSMUSP00000002084,10090.ENSMUSP00000009058,10090.ENSMUSP00000013995,10090.ENSMUSP00000020948,10090.ENSMUSP00000021666,10090.ENSMUSP00000026208,10090.ENSMUSP00000027396,10090.ENSMUSP00000027888,10090.ENSMUSP00000029770,10090.ENSMUSP00000031354,10090.ENSMUSP00000031822,10090.ENSMUSP00000033695,10090.ENSMUSP00000035246,10090.ENSMUSP00000035458,10090.ENSMUSP00000037348,10090.ENSMUSP00000040465,10090.ENSMUSP00000041204,10090.ENSMUSP00000047927,10090.ENSMUSP00000068940,10090.ENSMUSP00000069495,10090.ENSMUSP00000075011,10090.ENSMUSP00000075167,10090.ENSMUSP00000075507,10090.ENSMUSP00000079379,10090.ENSMUSP00000097743,10090.ENSMUSP00000097860,10090.ENSMUSP00000100038,10090.ENSMUSP00000110729,10090.ENSMUSP00000112538"
Biological Process (Gene Ontology),0.010929816785499239,"Phosphorus metabolic process","10090.ENSMUSP00000002084,10090.ENSMUSP00000002549,10090.ENSMUSP00000007251,10090.ENSMUSP00000015829,10090.ENSMUSP00000027888,10090.ENSMUSP00000031707,10090.ENSMUSP00000034547,10090.ENSMUSP00000037348,10090.ENSMUSP00000044134,10090.ENSMUSP00000053558,10090.ENSMUSP00000058754,10090.ENSMUSP00000075167,10090.ENSMUSP00000078436,10090.ENSMUSP00000080256,10090.ENSMUSP00000092702,10090.ENSMUSP00000099490,10090.ENSMUSP00000099642,10090.ENSMUSP00000103012,10090.ENSMUSP00000118491,10090.ENSMUSP00000129169"
Molecular Function (Gene Ontology),0.011072711081893704,"Intramembrane lipid transporter activity","10090.ENSMUSP00000009058,10090.ENSMUSP00000013995,10090.ENSMUSP00000041204"
Biological Process (Gene Ontology),0.011072711081893704,"Negative regulation of digestive system process","10090.ENSMUSP00000031822,10090.ENSMUSP00000035246,10090.ENSMUSP00000069495"
Biological Process (Gene Ontology),0.011072711081893704,"Regulation of fatty acid beta-oxidation","10090.ENSMUSP00000002084,10090.ENSMUSP00000068940,10090.ENSMUSP00000099642"
Molecular Function (Gene Ontology),0.011072711081893704,"Acetyltransferase activity","10090.ENSMUSP00000007005,10090.ENSMUSP00000010795,10090.ENSMUSP00000034547,10090.ENSMUSP00000037348,10090.ENSMUSP00000042351"
Biological Process (Gene Ontology),0.011397770636832996,"Lysine catabolic process","10090.ENSMUSP00000031707,10090.ENSMUSP00000078436"
Molecular Function (Gene Ontology),0.011397770636832996,"Biotin binding","10090.ENSMUSP00000099490,10090.ENSMUSP00000099642"
Molecular Function (Gene Ontology),0.011397770636832996,"ATPase-coupled amide-transporter activity","10090.ENSMUSP00000002084,10090.ENSMUSP00000031354"
Molecular Function (Gene Ontology),0.011397770636832996,"Acetylesterase activity","10090.ENSMUSP00000002549,10090.ENSMUSP00000038361"
Molecular Function (Gene Ontology),0.011397770636832996,"acetyl-CoA C-myristoyltransferase activity","10090.ENSMUSP00000010795,10090.ENSMUSP00000042351"
Molecular Function (Gene Ontology),0.011397770636832996,"Dihydroceramidase activity","10090.ENSMUSP00000040048,10090.ENSMUSP00000062037"
Reactome Pathways,0.011397770636832996,"Role of ABL in ROBO-SLIT signaling","10090.ENSMUSP00000027888,10090.ENSMUSP00000075167"
Molecular Function (Gene Ontology),0.011397770636832996,"Sphingolipid floppase activity","10090.ENSMUSP00000009058,10090.ENSMUSP00000041204"
Cellular Component (Gene Ontology),0.011397770636832996,"External side of apical plasma membrane","10090.ENSMUSP00000009058,10090.ENSMUSP00000031822"
Biological Process (Gene Ontology),0.011397770636832996,"L-lysine metabolic process","10090.ENSMUSP00000031707,10090.ENSMUSP00000078436"
Biological Process (Gene Ontology),0.011397770636832996,"L-lysine catabolic process","10090.ENSMUSP00000031707,10090.ENSMUSP00000078436"
Biological Process (Gene Ontology),0.011397770636832996,"L-lysine catabolic process to acetyl-CoA","10090.ENSMUSP00000031707,10090.ENSMUSP00000078436"
Biological Process (Gene Ontology),0.013031773554309166,"Amide biosynthetic process","10090.ENSMUSP00000024733,10090.ENSMUSP00000034441,10090.ENSMUSP00000034547,10090.ENSMUSP00000036881,10090.ENSMUSP00000079379,10090.ENSMUSP00000099490,10090.ENSMUSP00000099642,10090.ENSMUSP00000103012,10090.ENSMUSP00000113792"
Biological Process (Gene Ontology),0.013223497448167854,"Organic substance transport","10090.ENSMUSP00000001963,10090.ENSMUSP00000002084,10090.ENSMUSP00000009058,10090.ENSMUSP00000013995,10090.ENSMUSP00000020948,10090.ENSMUSP00000026208,10090.ENSMUSP00000027396,10090.ENSMUSP00000029770,10090.ENSMUSP00000031354,10090.ENSMUSP00000031822,10090.ENSMUSP00000035246,10090.ENSMUSP00000035458,10090.ENSMUSP00000040465,10090.ENSMUSP00000041204,10090.ENSMUSP00000047927,10090.ENSMUSP00000069495,10090.ENSMUSP00000079379,10090.ENSMUSP00000097743,10090.ENSMUSP00000097860,10090.ENSMUSP00000112538"
Cellular Component (Gene Ontology),0.013223497448167854,"Mitochondrial matrix","10090.ENSMUSP00000015829,10090.ENSMUSP00000027153,10090.ENSMUSP00000031524,10090.ENSMUSP00000034547,10090.ENSMUSP00000037348,10090.ENSMUSP00000063548,10090.ENSMUSP00000072483,10090.ENSMUSP00000099634"
KEGG,0.013682847890929604,"Terpenoid backbone biosynthesis","10090.ENSMUSP00000007005,10090.ENSMUSP00000034547,10090.ENSMUSP00000045912"
Biological Process (Gene Ontology),0.013682847890929604,"Cholesterol efflux","10090.ENSMUSP00000035246,10090.ENSMUSP00000047927,10090.ENSMUSP00000069495"
Biological Process (Gene Ontology),0.015509871971050226,"Cellular modified amino acid catabolic process","10090.ENSMUSP00000007251,10090.ENSMUSP00000027153,10090.ENSMUSP00000053558"
Biological Process (Gene Ontology),0.015607642812108686,"Cellular nitrogen compound biosynthetic process","10090.ENSMUSP00000002084,10090.ENSMUSP00000024733,10090.ENSMUSP00000027396,10090.ENSMUSP00000034441,10090.ENSMUSP00000034547,10090.ENSMUSP00000036881,10090.ENSMUSP00000040048,10090.ENSMUSP00000041243,10090.ENSMUSP00000062037,10090.ENSMUSP00000072483,10090.ENSMUSP00000079379,10090.ENSMUSP00000099490,10090.ENSMUSP00000099642,10090.ENSMUSP00000103012,10090.ENSMUSP00000113792"
Cellular Component (Gene Ontology),0.015806944253641354,"Membrane-bounded organelle","10090.ENSMUSP00000001963,10090.ENSMUSP00000002084,10090.ENSMUSP00000007005,10090.ENSMUSP00000009058,10090.ENSMUSP00000010795,10090.ENSMUSP00000011492,10090.ENSMUSP00000013995,10090.ENSMUSP00000015829,10090.ENSMUSP00000018841,10090.ENSMUSP00000020948,10090.ENSMUSP00000021666,10090.ENSMUSP00000023116,10090.ENSMUSP00000024733,10090.ENSMUSP00000027153,10090.ENSMUSP00000027396,10090.ENSMUSP00000027888,10090.ENSMUSP00000029770,10090.ENSMUSP00000030795,10090.ENSMUSP00000031354,10090.ENSMUSP00000031524,10090.ENSMUSP00000031707,10090.ENSMUSP00000031822,10090.ENSMUSP00000033695,10090.ENSMUSP00000034441,10090.ENSMUSP00000034547,10090.ENSMUSP00000035458,10090.ENSMUSP00000036881,10090.ENSMUSP00000037348,10090.ENSMUSP00000038361,10090.ENSMUSP00000038476,10090.ENSMUSP00000040048,10090.ENSMUSP00000040465,10090.ENSMUSP00000042351,10090.ENSMUSP00000043041,10090.ENSMUSP00000043424,10090.ENSMUSP00000045134,10090.ENSMUSP00000045888,10090.ENSMUSP00000047927,10090.ENSMUSP00000053558,10090.ENSMUSP00000062037,10090.ENSMUSP00000063548,10090.ENSMUSP00000068940,10090.ENSMUSP00000072483,10090.ENSMUSP00000075011,10090.ENSMUSP00000075167,10090.ENSMUSP00000075507,10090.ENSMUSP00000078436,10090.ENSMUSP00000078593,10090.ENSMUSP00000079379,10090.ENSMUSP00000080256,10090.ENSMUSP00000092702,10090.ENSMUSP00000097860,10090.ENSMUSP00000099490,10090.ENSMUSP00000099634,10090.ENSMUSP00000099642,10090.ENSMUSP00000100038,10090.ENSMUSP00000103012,10090.ENSMUSP00000110172,10090.ENSMUSP00000110729,10090.ENSMUSP00000112538,10090.ENSMUSP00000112908,10090.ENSMUSP00000118491,10090.ENSMUSP00000129169,10090.ENSMUSP00000138215,10090.ENSMUSP00000140827"
Cellular Component (Gene Ontology),0.01612738228693079,"Integral component of membrane","10090.ENSMUSP00000001963,10090.ENSMUSP00000002084,10090.ENSMUSP00000002549,10090.ENSMUSP00000007251,10090.ENSMUSP00000009058,10090.ENSMUSP00000013995,10090.ENSMUSP00000020948,10090.ENSMUSP00000021666,10090.ENSMUSP00000026208,10090.ENSMUSP00000027396,10090.ENSMUSP00000029770,10090.ENSMUSP00000031354,10090.ENSMUSP00000031822,10090.ENSMUSP00000033695,10090.ENSMUSP00000035246,10090.ENSMUSP00000035458,10090.ENSMUSP00000038361,10090.ENSMUSP00000040048,10090.ENSMUSP00000040465,10090.ENSMUSP00000041204,10090.ENSMUSP00000045134,10090.ENSMUSP00000047927,10090.ENSMUSP00000053558,10090.ENSMUSP00000062037,10090.ENSMUSP00000068940,10090.ENSMUSP00000069495,10090.ENSMUSP00000075011,10090.ENSMUSP00000075507,10090.ENSMUSP00000097743,10090.ENSMUSP00000097860,10090.ENSMUSP00000110172,10090.ENSMUSP00000112538,10090.ENSMUSP00000116130,10090.ENSMUSP00000126916,10090.ENSMUSP00000129169,10090.ENSMUSP00000140827"
Molecular Function (Gene Ontology),0.016782327843117024,"Amide binding","10090.ENSMUSP00000011492,10090.ENSMUSP00000027153,10090.ENSMUSP00000031524,10090.ENSMUSP00000072483,10090.ENSMUSP00000099490,10090.ENSMUSP00000099634,10090.ENSMUSP00000099642,10090.ENSMUSP00000110172"
Biological Process (Gene Ontology),0.01701218248054287,"Organonitrogen compound catabolic process","10090.ENSMUSP00000001963,10090.ENSMUSP00000002084,10090.ENSMUSP00000007251,10090.ENSMUSP00000027153,10090.ENSMUSP00000031707,10090.ENSMUSP00000034547,10090.ENSMUSP00000040048,10090.ENSMUSP00000053558,10090.ENSMUSP00000062037,10090.ENSMUSP00000063548,10090.ENSMUSP00000078436,10090.ENSMUSP00000112908,10090.ENSMUSP00000116130"
Reactome Pathways,0.017118027843056726,"Metabolism of water-soluble vitamins and cofactors","10090.ENSMUSP00000021666,10090.ENSMUSP00000053971,10090.ENSMUSP00000097743,10090.ENSMUSP00000099490,10090.ENSMUSP00000099642"
KEGG,0.017118027843056726,"Carbon metabolism","10090.ENSMUSP00000023116,10090.ENSMUSP00000031524,10090.ENSMUSP00000100038"
Reactome Pathways,0.017632293935753163,"Arachidonate production from DAG","10090.ENSMUSP00000053558,10090.ENSMUSP00000129169"
Biological Process (Gene Ontology),0.017632293935753163,"Purine nucleoside bisphosphate catabolic process","10090.ENSMUSP00000002084,10090.ENSMUSP00000034547"
Molecular Function (Gene Ontology),0.017632293935753163,"N-acylsphingosine amidohydrolase activity","10090.ENSMUSP00000040048,10090.ENSMUSP00000062037"
Molecular Function (Gene Ontology),0.017632293935753163,"Ceramidase activity","10090.ENSMUSP00000040048,10090.ENSMUSP00000062037"
Biological Process (Gene Ontology),0.017632293935753163,"Nucleoside bisphosphate catabolic process","10090.ENSMUSP00000002084,10090.ENSMUSP00000034547"
Biological Process (Gene Ontology),0.017632293935753163,"Ribonucleoside bisphosphate catabolic process","10090.ENSMUSP00000002084,10090.ENSMUSP00000034547"
Cellular Component (Gene Ontology),0.018115851840298052,"Organelle","10090.ENSMUSP00000001963,10090.ENSMUSP00000002084,10090.ENSMUSP00000007005,10090.ENSMUSP00000009058,10090.ENSMUSP00000010795,10090.ENSMUSP00000011492,10090.ENSMUSP00000013995,10090.ENSMUSP00000015829,10090.ENSMUSP00000018841,10090.ENSMUSP00000020948,10090.ENSMUSP00000021666,10090.ENSMUSP00000023116,10090.ENSMUSP00000024733,10090.ENSMUSP00000027153,10090.ENSMUSP00000027396,10090.ENSMUSP00000027888,10090.ENSMUSP00000029485,10090.ENSMUSP00000029770,10090.ENSMUSP00000030795,10090.ENSMUSP00000031354,10090.ENSMUSP00000031524,10090.ENSMUSP00000031707,10090.ENSMUSP00000031822,10090.ENSMUSP00000033695,10090.ENSMUSP00000034441,10090.ENSMUSP00000034547,10090.ENSMUSP00000035458,10090.ENSMUSP00000036881,10090.ENSMUSP00000037348,10090.ENSMUSP00000038361,10090.ENSMUSP00000038476,10090.ENSMUSP00000040048,10090.ENSMUSP00000040465,10090.ENSMUSP00000041243,10090.ENSMUSP00000042351,10090.ENSMUSP00000043041,10090.ENSMUSP00000043424,10090.ENSMUSP00000044134,10090.ENSMUSP00000045134,10090.ENSMUSP00000045888,10090.ENSMUSP00000047927,10090.ENSMUSP00000053558,10090.ENSMUSP00000058754,10090.ENSMUSP00000062037,10090.ENSMUSP00000063548,10090.ENSMUSP00000068940,10090.ENSMUSP00000072483,10090.ENSMUSP00000075011,10090.ENSMUSP00000075167,10090.ENSMUSP00000075507,10090.ENSMUSP00000078336,10090.ENSMUSP00000078436,10090.ENSMUSP00000078593,10090.ENSMUSP00000079379,10090.ENSMUSP00000080256,10090.ENSMUSP00000092702,10090.ENSMUSP00000097860,10090.ENSMUSP00000099490,10090.ENSMUSP00000099634,10090.ENSMUSP00000099642,10090.ENSMUSP00000100038,10090.ENSMUSP00000103012,10090.ENSMUSP00000110172,10090.ENSMUSP00000110729,10090.ENSMUSP00000112538,10090.ENSMUSP00000112908,10090.ENSMUSP00000118491,10090.ENSMUSP00000129169,10090.ENSMUSP00000138215,10090.ENSMUSP00000140827"
Molecular Function (Gene Ontology),0.018700178231120034,"acyl-CoA hydrolase activity","10090.ENSMUSP00000037348,10090.ENSMUSP00000080256,10090.ENSMUSP00000092702"
Biological Process (Gene Ontology),0.018808558738966395,"Establishment of localization","10090.ENSMUSP00000001963,10090.ENSMUSP00000002084,10090.ENSMUSP00000009058,10090.ENSMUSP00000013995,10090.ENSMUSP00000020948,10090.ENSMUSP00000021666,10090.ENSMUSP00000026208,10090.ENSMUSP00000027396,10090.ENSMUSP00000027888,10090.ENSMUSP00000029770,10090.ENSMUSP00000031354,10090.ENSMUSP00000031822,10090.ENSMUSP00000033695,10090.ENSMUSP00000035246,10090.ENSMUSP00000035458,10090.ENSMUSP00000037348,10090.ENSMUSP00000040465,10090.ENSMUSP00000041204,10090.ENSMUSP00000047927,10090.ENSMUSP00000068940,10090.ENSMUSP00000069495,10090.ENSMUSP00000075011,10090.ENSMUSP00000075167,10090.ENSMUSP00000075507,10090.ENSMUSP00000079379,10090.ENSMUSP00000097743,10090.ENSMUSP00000097860,10090.ENSMUSP00000100038,10090.ENSMUSP00000110729,10090.ENSMUSP00000112538"
Biological Process (Gene Ontology),0.01995556519938934,"Organophosphate catabolic process","10090.ENSMUSP00000002084,10090.ENSMUSP00000007251,10090.ENSMUSP00000034547,10090.ENSMUSP00000053558,10090.ENSMUSP00000129169"
Biological Process (Gene Ontology),0.020509255530998288,"Excretion","10090.ENSMUSP00000031822,10090.ENSMUSP00000035246,10090.ENSMUSP00000069495"
Reactome Pathways,0.020509255530998288,"Peroxisomal lipid metabolism","10090.ENSMUSP00000002084,10090.ENSMUSP00000010795,10090.ENSMUSP00000110172"
Biological Process (Gene Ontology),0.020509255530998288,"Negative regulation of fatty acid metabolic process","10090.ENSMUSP00000027153,10090.ENSMUSP00000099634,10090.ENSMUSP00000099642"
Reactome Pathways,0.020509255530998288,"Metabolism of porphyrins","10090.ENSMUSP00000026208,10090.ENSMUSP00000031822,10090.ENSMUSP00000097743"
Molecular Function (Gene Ontology),0.02271097187721725,"CoA hydrolase activity","10090.ENSMUSP00000037348,10090.ENSMUSP00000080256,10090.ENSMUSP00000092702"
Biological Process (Gene Ontology),0.02271097187721725,"Benzene-containing compound metabolic process","10090.ENSMUSP00000010795,10090.ENSMUSP00000042351,10090.ENSMUSP00000078436"
Biological Process (Gene Ontology),0.022823026400222917,"Homeostatic process","10090.ENSMUSP00000002084,10090.ENSMUSP00000013995,10090.ENSMUSP00000026208,10090.ENSMUSP00000027153,10090.ENSMUSP00000027888,10090.ENSMUSP00000031445,10090.ENSMUSP00000033695,10090.ENSMUSP00000035246,10090.ENSMUSP00000041204,10090.ENSMUSP00000044134,10090.ENSMUSP00000062037,10090.ENSMUSP00000069495,10090.ENSMUSP00000075167,10090.ENSMUSP00000075507,10090.ENSMUSP00000099490,10090.ENSMUSP00000099634,10090.ENSMUSP00000099642,10090.ENSMUSP00000100038"
Biological Process (Gene Ontology),0.023440116671409335,"Digestive system process","10090.ENSMUSP00000035246,10090.ENSMUSP00000041204,10090.ENSMUSP00000069495,10090.ENSMUSP00000100038"
